,IPO Date,Symbol,Name,IPO Price,IPO Open Price,Shares Outstanding,IPO Market Capitalization,Volume Traded on Opening Day,No. of Employees,Currency,CPI Seasonally Adj,IPO + 1wk,Close Price,Price Change,Price Change 2,Price Up?,diff_exp
285,"Aug 7, 2020",IBEX,IBEX Limited,19.00,18.00,17690813,318434634,2677941,22976,USD,258.60400000000004,2020-08-14,14.66,-3.34,0.8144444444444444,0,1.0
286,"Aug 7, 2020",CMPI,Checkmate Pharmaceuticals,15.00,15.00,21436730,321550950,1540845,21,USD,258.60400000000004,2020-08-14,13.89,-1.11,0.926,0,0.0
287,"Aug 7, 2020",FRLN,Freeline Therapeutics Holdings,18.00,18.50,34744687,642776709.5,2773435,208,USD,258.60400000000004,2020-08-14,17.14,-1.36,0.9264864864864866,0,0.5
288,"Aug 12, 2020",KBNT,Kubient,5.00,5.00,7646341,38231705,1210419,11,USD,258.60400000000004,2020-08-19,4.25,-0.75,0.85,0,0.0
289,"Aug 13, 2020",BEKE,KE Holdings,20.00,35.06,1127479378,39529426992.68,49492408,87706,CNY,258.60400000000004,2020-08-20,40.75,5.69,1.1622932116371933,1,15.060000000000002
290,"Aug 13, 2020",NTST,NetSTREIT,18.00,18.00,24297645,437357610,4357453,15,USD,258.60400000000004,2020-08-20,18.06,0.059999999999999,1.0033333333333332,1,0.0
291,"Aug 14, 2020",CVAC,CureVac,16.00,44.49,175968204,7828825395.96,23677714,484,EUR,258.60400000000004,2020-08-21,67.2,22.71,1.5104517869184086,1,28.490000000000002
292,"Aug 14, 2020",DCT,Duck Creek Technologies,27.00,42.00,128437830,5394388860,13133477,1403,USD,258.60400000000004,2020-08-21,41,-1,0.9761904761904762,0,15.0
293,"Aug 19, 2020",INBX,Inhibrx,17.00,22.10,36659809,810181778.9,2857557,80,USD,258.60400000000004,2020-08-26,18.36,-3.74,0.8307692307692307,0,5.100000000000001
294,"Aug 19, 2020",HRMY,Harmony Biosciences Holdings,24.00,39.99,63678214,2546491777.86,3802817,150,USD,258.60400000000004,2020-08-26,34,-5.99,0.8502125531382845,0,15.990000000000002
295,"Aug 19, 2020",BFT,Foley Trasimene Acquisition II,10.00,0.10,46800000,4879206.209826,21120,675,NA,258.60400000000004,2020-08-26,0.104256542945,0,1.04256542945,1,9.9
296,"Aug 21, 2020",KYMR,Kymera Therapeutics,20.00,35.01,43138602,1510282456.02,3875166,55,USD,258.60400000000004,2020-08-28,33.28,-1.73,0.9505855469865754,0,15.009999999999998
297,"Aug 21, 2020",NNOX,Nano-X Imaging,18.00,20.34,44754976,910316211.84,10134133,27,USD,258.60400000000004,2020-08-28,25.98,5.64,1.2772861356932155,1,2.34
298,"Aug 21, 2020",CLA,Colonnade Acquisition,10.00,0.02,186941870.98237368,6463929782.578601,13760.75,3279.859413202934,NA,258.60400000000004,2020-08-28,0.022414911819,-0.0006232961595,1.1207455909500001,1,9.98
299,"Aug 27, 2020",XPEV,XPeng,15.00,23.10,705009500,16285719450,82219698,3676,CNY,258.60400000000004,2020-09-03,20.03,-3.07,0.8670995670995671,0,8.100000000000001
300,"Aug 28, 2020",GP,GreenPower Motor Company,20.00,3.67,1350300022,4960550537.95564,345675.213114754,2161,BDT,258.60400000000004,2020-09-04,3.7408936929,0.0672282429,1.01931708253406,1,16.33
301,"Aug 28, 2020",HCDI,Harbor Custom Development,6.00,5.50,5363043,29496736.5,1885565,40,USD,258.60400000000004,2020-09-04,5.65,0.15,1.0272727272727273,1,0.5
302,"Aug 31, 2020",AUVI,Applied UV,5.00,5.75,6393129,36760491.75,7561582,26,USD,258.60400000000004,2020-09-07,5.7,-0.05,0.991304347826087,0,0.75
303,"Sep 1, 2020",PRFX,PainReform,8.00,7.75,8910125,69053468.75,826357,3,USD,259.51099999999997,2020-09-08,6.51,-1.24,0.84,0,0.25
304,"Sep 16, 2020",MTCR,Metacrine,13.00,14.62,25921526,378972710.12,3071511,32,USD,259.51099999999997,2020-09-23,10.1,-4.52,0.6908344733242134,0,1.6199999999999992
305,"Sep 16, 2020",FROG,JFrog,44.00,71.87,88675175,6373084827.25,14577957,590,USD,259.51099999999997,2020-09-23,75.5,3.63,1.0505078614164463,1,27.870000000000005
306,"Sep 16, 2020",SNOW,Snowflake,120.00,245.00,36208709,8871133705,36230767,2037,USD,259.51099999999997,2020-09-23,217.39,-27.61,0.8873061224489796,0,125.0
307,"Sep 16, 2020",STEP,StepStone Group,18.00,24.75,26612500,658659375,9326650,526,USD,259.51099999999997,2020-09-23,25.88,1.13,1.0456565656565655,1,6.75
308,"Sep 17, 2020",AMWL,American Well,18.00,25.51,193705145,4941418248.95,27378386,686,USD,259.51099999999997,2020-09-24,27.72,2.21,1.0866326930615444,1,7.510000000000002
309,"Sep 17, 2020",DYN,Dyne Therapeutics,19.00,22.59,43585221,984590142.39,2229120,36,USD,259.51099999999997,2020-09-24,22.06,-0.530000000000001,0.9765382912793271,0,3.59
310,"Sep 17, 2020",SUMO,Sumo Logic,22.00,26.64,98689892,2629098722.88,16722047,710,USD,259.51099999999997,2020-09-24,23.57,-3.07,0.8847597597597597,0,4.640000000000001
311,"Sep 17, 2020",BNL,Broadstone Net Lease,17.00,16.50,33500000,552750000,8143432,73,USD,259.51099999999997,2020-09-24,16.57,0.07,1.0042424242424242,1,0.5
312,"Sep 17, 2020",PTVE,Pactiv Evergreen,14.00,12.76,175434000,2238537840,14759246,15033,USD,259.51099999999997,2020-09-24,13.04,0.279999999999999,1.0219435736677116,1,1.2400000000000002
313,"Sep 18, 2020",VTRU,Vitru,16.00,16.25,23058053,374693361.25,1662783,6361,BRL,259.51099999999997,2020-09-25,13.755,-2.495,0.8464615384615385,0,0.25
314,"Sep 18, 2020",U,Unity Software,52.00,75.00,263366733,19752504975,20620981,3379,USD,259.51099999999997,2020-09-25,89.85,14.85,1.198,1,23.0
315,"Sep 18, 2020",CMPS,COMPASS Pathways,17.00,23.40,34805331,814444745.4,2999363,53,USD,259.51099999999997,2020-09-25,43.17,19.77,1.844871794871795,1,6.399999999999999
316,"Sep 18, 2020",ATHA,Athira Pharma,17.00,19.95,30819318,614845394.1,3213034,15,USD,259.51099999999997,2020-09-25,16.25,-3.7,0.8145363408521303,0,2.9499999999999993
317,"Sep 23, 2020",ASPL,Aspirational Consumer Lifestyle,10.00,0.34,198691002,67554940.68,0.333333333333333,3279.859413202934,USD,259.51099999999997,2020-09-30,0.34,0,1.0,0,9.66
318,"Sep 23, 2020",GDRX,GoodRx Holdings,33.00,46.70,37645687,1758053582.9,22724417,338,USD,259.51099999999997,2020-09-30,55.6,8.9,1.190578158458244,1,13.700000000000003
319,"Sep 23, 2020",VIH,VPC Impact Acquisition Holdings,10.00,0.20,570665433,112675575.126854,828140.677966102,3279.859413202934,THB,259.51099999999997,2020-09-30,0.1960784286,-0.0013675154,0.9803921429999999,0,9.8
320,"Sep 23, 2020",LSF,Laird Superfood,22.00,1.05,649064000,679823693.573973,1129068.89230769,3279.859413202934,AUD,259.51099999999997,2020-09-30,1.025080541835,-0.022310306485,0.9762671826999999,0,20.95
321,"Sep 23, 2020",CRSR,Corsair Gaming,17.00,15.12,91849366,1388762413.92,12759268,1990,USD,259.51099999999997,2020-09-30,20.1,4.98,1.3293650793650795,1,1.8800000000000008
322,"Sep 23, 2020",BSY,Bentley Systems,22.00,28.00,249632970,6989723160,7934441,4010,USD,259.51099999999997,2020-09-30,31.4,3.4,1.1214285714285714,1,6.0
323,"Sep 24, 2020",TSHA,Taysha Gene Therapies,20.00,22.24,35811975,796458324,2590075,10,USD,259.51099999999997,2020-10-01,20.35,-1.89,0.9150179856115109,0,2.2399999999999984
324,"Sep 25, 2020",PRLD,Prelude Therapeutics,19.00,25.23,42454631,1070918066.975,2828035,51,USD,259.51099999999997,2020-10-02,33.01,7.785,1.3083630598493856,1,6.23
325,"Sep 25, 2020",VIAO,VIA optronics AG,15.00,12.00,22653505,271842060,4016456,585,EUR,259.51099999999997,2020-10-02,9,-3,0.75,0,3.0
326,"Sep 25, 2020",AMST,Amesite,5.00,5.00,20323071,101615355,2115631,12,USD,259.51099999999997,2020-10-02,4.77,-0.23,0.954,0,0.0
327,"Sep 25, 2020",GLSI,Greenwich LifeSciences,5.75,5.52,11970185,66075421.2,459525,3,USD,259.51099999999997,2020-10-02,4.29,-1.23,0.7771739130434784,0,0.23000000000000043
328,"Sep 25, 2020",SYTA,Siyata Mobile,7.25,5.00,1013203,5066015,11514.4920634921,3279.859413202934,USD,259.51099999999997,2020-10-02,4.49,-0.51,0.898,0,2.25
329,"Sep 25, 2020",GRAY,Graybug Vision,16.00,19.00,20093113,381769147,1944998,24,USD,259.51099999999997,2020-10-02,13.05,-5.95,0.6868421052631579,0,3.0
330,"Sep 25, 2020",PMVP,PMV Pharmaceuticals,18.00,34.99,42999310,1504545856.9,3174889,39,USD,259.51099999999997,2020-10-02,33,-1.99,0.943126607602172,0,16.990000000000002
331,"Sep 29, 2020",ORPH,Orphazyme,11.00,0.22,665879696,143758668.579829,4656888.640625,132,GBP,259.51099999999997,2020-10-06,0.252758687902612,0.036865833016962,1.1489031268300547,1,10.78
332,"Sep 30, 2020",PLTR,Palantir Technologies,7.25,10.00,1320584721,13205847210,338584433,2464,USD,259.51099999999997,2020-10-07,10,0,1.0,0,2.75
333,"Sep 30, 2020",ASAN,Asana,21.00,27.00,74059540,1999607580,40825908,910,USD,259.51099999999997,2020-10-07,26.48,-0.52,0.9807407407407408,0,6.0
334,"Sep 30, 2020",CD,Chindata Group Holdings,13.50,14.50,359229690,5208830505,26224629,765,CNY,259.51099999999997,2020-10-07,15.92,1.42,1.0979310344827586,1,1.0
335,"Sep 30, 2020",BQ,Boqii Holding,10.00,10.00,90753014,907530140,6465292,315,CNY,259.51099999999997,2020-10-07,6.13,-3.87,0.613,0,0.0
336,"Sep 30, 2020",YALA,Yalla Group,7.50,9.75,143230130,1396493767.5,13234144,274,USD,259.51099999999997,2020-10-07,8.08,-1.67,0.8287179487179487,0,2.25
337,"Oct 1, 2020",LUNG,Pulmonx,19.00,40.00,33925419,1357016760,5287041,202,USD,260.149,2020-10-08,43.12,3.12,1.0779999999999998,1,21.0
338,"Oct 1, 2020",THRY,Thryv Holdings,10.17,14.00,30829145,431608030,89068,3279.859413202934,USD,260.149,2020-10-08,11.1157,-2.8843,0.7939785714285714,0,3.83
339,"Oct 1, 2020",LXEH,Lixiang Education Holding Co.,9.25,10.00,13333400,133334000,89560,491,CNY,260.149,2020-10-08,7.07,-2.93,0.7070000000000001,0,0.75
340,"Oct 1, 2020",AVO,Mission Produce,12.00,12.25,69350922,849548794.5,7506491,3125,USD,260.149,2020-10-08,12.23,-0.02,0.9983673469387755,0,0.25
341,"Oct 2, 2020",CCCC,C4 Therapeutics,19.00,26.02,41545194,1081005947.88,1952768,88,USD,260.149,2020-10-09,22.8,-3.22,0.8762490392006149,0,7.02
342,"Oct 2, 2020",ASO,Academy Sports and Outdoors,13.00,12.10,88103095,1066047449.5,8785631,21000,USD,260.149,2020-10-09,13.3,1.2,1.0991735537190084,1,0.9000000000000004
343,"Oct 2, 2020",ONCR,Oncorus,15.00,15.50,21845884,338611202,729786,51,USD,260.149,2020-10-09,15.66,0.16,1.0103225806451612,1,0.5
344,"Oct 2, 2020",IMNM,Immunome,12.00,15.66,10032577,157110155.82,508693,21,USD,260.149,2020-10-09,13.9065,-1.7535,0.8880268199233716,0,3.66
345,"Oct 7, 2020",SQFT,Presidio Property Trust,5.00,4.80,9422036,45225772.8,30960,23,USD,260.149,2020-10-14,4.0973,-0.7027,0.8536041666666666,0,0.20000000000000018
346,"Oct 8, 2020",AZYO,Aziyo Biologics,17.00,17.32,7091737,122828884.84,2043801,151,USD,260.149,2020-10-15,11.8,-5.52,0.6812933025404158,0,0.3200000000000003
347,"Oct 8, 2020",FUBO,FuboTV,10.00,11.00,47531170,522842870,200194.109375,208,USD,260.149,2020-10-15,10.79,-0.210000000000001,0.9809090909090908,0,1.0
348,"Oct 9, 2020",LCY,Landcadia Holdings III,10.00,0.00,6247238517,22408884.7302227,2846623.4137931,3279.859413202934,AUD,260.149,2020-10-16,0.004961055715,0.001374049285,inf,1,10.0
349,"Oct 9, 2020",SPRB,Spruce Biosciences,15.00,18.14,22263593,403861577.02,2562223,15,USD,260.149,2020-10-16,15.38,-2.76,0.8478500551267917,0,3.1400000000000006
350,"Oct 9, 2020",STTK,Shattuck Labs,17.00,22.00,39961885,879161470,4536524,50,USD,260.149,2020-10-16,20,-2,0.9090909090909091,0,5.0
351,"Oct 9, 2020",KRON,Kronos Bio,19.00,28.50,53044266,1511761581,3751586,61,USD,260.149,2020-10-16,32.06,3.56,1.1249122807017544,1,9.5
352,"Oct 9, 2020",IH,iHuman,12.00,12.12,52274476,633566649.12,4575253,630,CNY,260.149,2020-10-16,24.78,12.66,2.0445544554455446,1,0.11999999999999922
353,"Oct 9, 2020",INTZ,Intrusion,8.00,8.40,14929000,125403600,68378.1230769231,32,USD,260.149,2020-10-16,10.97,2.57,1.305952380952381,1,0.40000000000000036
354,"Oct 14, 2020",FVAM,5:01 Acquisition,10.00,10.00,8000000,80000000,3112611,5,NA,260.149,2020-10-21,10.1,0.1,1.01,1,0.0
355,"Oct 14, 2020",CDAK,Codiak BioSciences,15.00,14.10,18594214,262178417.4,2270506,101,USD,260.149,2020-10-21,9.75,-4.35,0.6914893617021277,0,0.9000000000000004
356,"Oct 15, 2020",EBC,Eastern Bankshares,10.00,12.25,201681250,2470595312.5,39485554,1863,USD,260.149,2020-10-22,12.48,0.23,1.0187755102040816,1,2.25
357,"Oct 15, 2020",ARRY,Array Technologies,22.00,29.50,126994467,3746336776.5,33963407,369,USD,260.149,2020-10-22,43.94,14.44,1.4894915254237286,1,7.5
358,"Oct 15, 2020",MNSO,Miniso Group Holding,20.00,24.40,303975401,7416999784.4,21708491,3011,CNY,260.149,2020-10-22,20.15,-4.25,0.8258196721311475,0,4.399999999999999
359,"Oct 16, 2020",OPT,Opthea,13.50,0.40,8273229,3320803.72601094,3539.56140350877,4,PLN,260.149,2020-10-23,0.40299351924,0.00160202796,1.0074837981,1,13.1
360,"Oct 16, 2020",PRAX,Praxis Precision Medicines,19.00,26.00,36749675,955491550,4327351,51,USD,260.149,2020-10-23,30.99,4.99,1.1919230769230769,1,7.0
361,"Oct 16, 2020",KRBP,Kiromic BioPharma,12.00,11.80,7332999,86529388.2,458251,13,USD,260.149,2020-10-23,10.9638,-0.8362,0.929135593220339,0,0.1999999999999993
362,"Oct 16, 2020",EAR,Eargo,18.00,36.00,36328706,1307833416,6553354,184,USD,260.149,2020-10-23,38.25,2.25,1.0625,1,18.0
363,"Oct 16, 2020",TARS,Tarsus Pharmaceuticals,16.00,16.20,19259014,311996026.8,1256127,18,USD,260.149,2020-10-23,23.5,7.3,1.4506172839506173,1,0.1999999999999993
364,"Oct 16, 2020",ALGS,Aligos Therapeutics,15.00,17.40,33797848,588082555.2,2761351,73,USD,260.149,2020-10-23,15.1,-2.3,0.8678160919540231,0,2.3999999999999986
365,"Oct 20, 2020",HLXA,Helix Acquisition,10.00,10.16,10000000,101600000,614794,2,NA,260.149,2020-10-27,10.26,0.1,1.0098425196850394,1,0.16000000000000014
366,"Oct 21, 2020",YGMZ,MingZhu Logistics Holdings,4.00,4.40,12000000,52800000,705286,184,USD,260.149,2020-10-28,3.855,-0.545,0.8761363636363636,0,0.40000000000000036
367,"Oct 21, 2020",MSP,Datto Holding,27.00,2.08,2000000,4167033.78336,1708.50769230769,286,PLN,260.149,2020-10-28,2.05894434054,-0.02457255114,0.989877086798077,0,24.92
368,"Oct 22, 2020",ABCM,Abcam,17.50,18.42,216226152,3982885719.84,44857.28125,1500,GBP,260.149,2020-10-29,19.12,0.699999999999999,1.0380021715526602,1,0.9200000000000017
369,"Oct 22, 2020",CTAC,Cerberus Telecom Acquisition,10.00,2.48,12931401,32031559.2127728,14921.5625,414,EUR,260.149,2020-10-29,2.30850563895,-0.168531397699999,0.9308490479637098,0,7.52
370,"Oct 22, 2020",GHLD,Guild Holdings Company,15.00,15.00,19666981,295004715,2384136,3775,USD,260.149,2020-10-29,14.8,-0.199999999999999,0.9866666666666667,0,0.0
371,"Oct 22, 2020",MCFE,McAfee,20.00,18.60,163072401,3033146658.6,25260393,6850,USD,260.149,2020-10-29,16.65,-1.95,0.8951612903225805,0,1.3999999999999986
372,"Oct 22, 2020",BLSA,BCLS Acquisition,10.00,10.28,12500000,128500000,999348,2,NA,260.149,2020-10-29,10.4,0.120000000000001,1.011673151750973,1,0.27999999999999936
373,"Oct 23, 2020",FHTX,Foghorn Therapeutics,16.00,19.00,35694802,678201238,2843885,85,USD,260.149,2020-10-30,15.98,-3.02,0.8410526315789474,0,3.0
374,"Oct 28, 2020",BDSX,Biodesix,18.00,13.59,26254072,356792838.48,2616999,186,USD,260.149,2020-11-04,13.33,-0.26,0.9808682855040471,0,4.41
375,"Oct 28, 2020",ROOT,"Root, Inc.",27.00,26.00,59443588,1545533288,15889977,901,USD,260.149,2020-11-04,23.03,-2.97,0.8857692307692309,0,1.0
376,"Oct 28, 2020",AJAX,Ajax I,10.00,18.68,18333333,342521688.392199,1923.66153846154,475,EUR,260.149,2020-11-04,18.67751876372,-0.005482760999996,0.9998671715053534,0,8.68
377,"Oct 28, 2020",GATO,Gatos Silver,7.00,6.50,55968576,363795744,3342186,560,USD,260.149,2020-11-04,6.95,0.45,1.0692307692307692,1,0.5
378,"Oct 28, 2020",ABST,Absolute Software,11.00,11.88,42668703,506797980.450614,256612.193548387,499,USD,260.149,2020-11-04,11.7517780226,-0.12573277145,0.9892069042592592,0,0.8800000000000008
379,"Oct 28, 2020",ACIC,Atlas Crest Investment,10.00,7.88,45965159,362331220.756396,62802.125,3279.859413202934,GBP,260.149,2020-11-04,8.13264075,0.2499045942,1.0320610088832487,1,2.12
380,"Oct 28, 2020",MAX,MediaAlpha,19.00,23.00,32400037,745200851,5456366,89,USD,260.149,2020-11-04,38.5,15.5,1.673913043478261,1,4.0
381,"Oct 29, 2020",GLTO,Galecto,15.00,15.00,24585276,368779140,1331547,20,USD,260.149,2020-11-05,15,0,1.0,0,0.0
382,"Oct 29, 2020",ALGM,Allegro MicroSystems,14.00,19.40,189431766,3674976260.4,11098382,3720,USD,260.149,2020-11-05,22.75,3.35,1.172680412371134,1,5.399999999999999
383,"Oct 29, 2020",LESL,Leslie's,17.00,20.67,186606228,3857150732.76,21354116,3700,USD,260.149,2020-11-05,24.56,3.89,1.1881954523463956,1,3.6700000000000017
384,"Oct 30, 2020",JUPW,Jupiter Wellness,7.50,6.50,7826333,50871164.5,134418,5,USD,260.149,2020-11-06,4.26,-2.24,0.6553846153846153,0,1.0
385,"Oct 30, 2020",NBA,New Beginnings Acquisition,10.00,3.71,30739204,114150699.7754,14271.5,1742,EUR,260.149,2020-11-06,4.064992616,0.351470958919999,1.0956853412398924,1,6.29
386,"Oct 30, 2020",LU,Lufax Holding,13.50,11.60,2438145992,28282493507.2,33657872,84830,CNY,260.149,2020-11-06,16.35,4.75,1.4094827586206897,1,1.9000000000000004
387,"Oct 30, 2020",SQZ,SQZ Biotechnologies Company,16.00,15.05,23972211,360781775.55,843261,101,USD,260.149,2020-11-06,20,4.95,1.3289036544850499,1,0.9499999999999993
388,"Oct 30, 2020",AVIR,Atea Pharmaceuticals,24.00,27.03,80741937,2182454557.11,3575801,19,USD,260.149,2020-11-06,34.17,7.14,1.2641509433962264,1,3.030000000000001
389,"Nov 13, 2020",CFAC,CF Finance Acquisition III,10.00,0.63,186941870.98237368,6463929782.578601,6746.08510638298,3279.859413202934,NA,260.462,2020-11-20,0.68576244,0.05798879,1.0885118095238095,1,9.37
390,"Nov 17, 2020",DGNS,Dragoneer Growth Opportunities II,10.00,11.23,24000000,269520000,4336364,2,NA,260.462,2020-11-24,10.85,-0.380000000000001,0.9661620658949243,0,1.2300000000000004
391,"Nov 19, 2020",NGMS,NeoGames,17.00,21.15,24623291,520782604.65,2749774,144,USD,260.462,2020-11-26,20.72,-0.43,0.9796690307328605,0,4.149999999999999
392,"Nov 19, 2020",OLMA,Olema Pharmaceuticals,19.00,42.00,38519738,1617828996,1525380,22,USD,260.462,2020-11-26,49.5,7.5,1.1785714285714286,1,23.0
393,"Nov 19, 2020",JYAC,Jiya Acquisition,10.00,9.95,10000000,99500000,3103350,4,NA,260.462,2020-11-26,10,0.050000000000001,1.0050251256281408,1,0.05000000000000071
394,"Nov 19, 2020",YSG,Yatsen Holding,10.50,17.51,665480940,11652571259.4,35762492,3355,CNY,260.462,2020-11-26,16.86,-0.650000000000002,0.9628783552255853,0,7.010000000000002
395,"Nov 19, 2020",TLS,Telos,17.00,21.90,62400000,1366560000,9854457,808,USD,260.462,2020-11-26,20.06,-1.84,0.9159817351598174,0,4.899999999999999
396,"Nov 20, 2020",MRVI,Maravai LifeSciences Holdings,27.00,31.95,88965664,2842452964.8,20259661,390,USD,260.462,2020-11-27,29.16,-2.79,0.9126760563380282,0,4.949999999999999
397,"Nov 20, 2020",SHC,Sotera Health Company,23.00,27.00,277431755,7490657385,19131652,2900,USD,260.462,2020-11-27,27.97,0.969999999999999,1.035925925925926,1,4.0
398,"Nov 24, 2020",OZON,Ozon Holdings,30.00,42.40,179230154,7598462378.83,18215071,13432,RUB,260.462,2020-12-01,40.19,-2.20500000000001,0.947877358490566,0,12.399999999999999
399,"Nov 24, 2020",VMAR,Vision Marine Technologies,10.00,11.25,7577677,85248866.25,4148101,14,CAD,260.462,2020-12-01,12.79,1.54,1.1368888888888888,1,1.25
400,"Nov 25, 2020",FRX,Forest Road Acquisition,10.00,8.00,25809684,206509030.207296,1997.42,4,USD,260.462,2020-12-02,7.88098481152,-0.12023791586,0.9851231014399999,0,2.0
401,"Dec 2, 2020",CAP,Capitol Investment V,10.00,140.09,159016744,22276011134.9105,461724.538461538,265073,EUR,260.927,2020-12-09,143.0612566443,2.97530987815003,1.0212096269847957,1,130.09
402,"Dec 3, 2020",DCBO,Docebo,52.21,53.17,29145207,1549557113.78252,93969.253968254,300,USD,260.927,2020-12-10,48.74455297257,-4.42223749773,0.9167679701442543,0,0.9600000000000009
403,"Dec 3, 2020",KNTE,Kinnate Biopharma,20.00,40.00,41527219,1661088760,3340489,27,USD,260.927,2020-12-10,44.8,4.8,1.1199999999999999,1,20.0
404,"Dec 4, 2020",YQ,17 Education &amp; Technology Group,10.50,42.00,46966507,1972593294,3237272,2613,CNY,260.927,2020-12-11,65.28,23.28,1.5542857142857143,1,31.5
405,"Dec 4, 2020",SEER,"Seer, Inc.",19.00,47.51,51969184,2469055931.84,3393788,60,USD,260.927,2020-12-11,75.65,28.14,1.5922963586613346,1,28.509999999999998
406,"Dec 4, 2020",SBTX,Silverback Therapeutics,21.00,28.58,33066709,945046543.22,3564332,52,USD,260.927,2020-12-11,31.8,3.22,1.112666200139958,1,7.579999999999998
407,"Dec 4, 2020",SGTX,Sigilon Therapeutics,18.00,22.00,30190271,664185962,2785012,96,USD,260.927,2020-12-11,27.6,5.6,1.2545454545454546,1,4.0
408,"Dec 9, 2020",DASH,DoorDash,102.00,182.00,286343071,52114438922,25373661,3279,USD,260.927,2020-12-16,158.05,-23.95,0.8684065934065934,0,80.0
409,"Dec 9, 2020",AI,C3.ai,42.00,100.00,92348010,9234801000,24805639,482,USD,260.927,2020-12-16,113.69,13.69,1.1369,1,58.0
410,"Dec 9, 2020",PUBM,PubMatic,20.00,25.12,5900000,148208000,8608193,518,USD,260.927,2020-12-16,26.86,1.74,1.0692675159235667,1,5.120000000000001
411,"Dec 10, 2020",ABNB,Airbnb,68.00,146.86,98682548,14492518999.28,70447537,5465,USD,260.927,2020-12-17,147.05,0.189999999999998,1.0012937491488492,1,78.86000000000001
412,"Dec 10, 2020",HYFM,Hydrofarm Holdings Group,20.00,46.00,31720727,1459153442,6655930,212,USD,260.927,2020-12-17,52.91,6.91,1.1502173913043479,1,26.0
413,"Dec 11, 2020",CERT,Certara,23.00,29.90,152979479,4574086422.1,20151229,899,USD,260.927,2020-12-18,35.55,5.65,1.1889632107023411,1,6.899999999999999
414,"Dec 11, 2020",ABCL,AbCellera Biologics,20.00,61.00,265565268,16199481348,9249222,174,USD,260.927,2020-12-18,49.22,-11.78,0.8068852459016393,0,41.0
415,"Dec 11, 2020",FDMT,4D Molecular Therapeutics,23.00,40.00,25233726,1009349040,3649381,78,USD,260.927,2020-12-18,47.36,7.36,1.184,1,17.0
416,"Dec 11, 2020",VVOS,Vivos Therapeutics,6.00,7.07,17666675,124903392.25,4789349,97,USD,260.927,2020-12-18,7.7,0.63,1.0891089108910892,1,1.0700000000000003
417,"Dec 11, 2020",ROCC,Roth CC Acquisition II,10.00,10.28,15200435,156260471.8,582695.861538462,94,USD,260.927,2020-12-18,11.63,1.35,1.1313229571984438,1,0.27999999999999936
418,"Dec 11, 2020",NBTX,Nanobiotix,13.50,18.64,26031607,485229154.48,624542,3279.859413202934,EUR,260.927,2020-12-18,18.43,-0.210000000000001,0.9887339055793991,0,5.140000000000001
419,"Dec 15, 2020",WNW,Wunong Net Technology Company,5.00,8.00,25000000,200000000,488684,55,USD,260.927,2020-12-22,41.06,33.06,5.1325,1,3.0
420,"Dec 15, 2020",OCG,Oriental Culture Holding,4.00,6.25,20255000,126593750,1321437,49,USD,260.927,2020-12-22,5.87,-0.38,0.9392,0,2.25
421,"Dec 16, 2020",SCPS,Scopus Biopharma,5.50,7.70,14975691,115312820.7,2792617,5,USD,260.927,2020-12-23,19.35,11.65,2.512987012987013,1,2.2
422,"Dec 16, 2020",UPST,Upstart Holdings,20.00,26.00,72460881,1883982906,13459751,429,USD,260.927,2020-12-23,46.32,20.32,1.7815384615384615,1,6.0
423,"Dec 16, 2020",BCAB,BioAtla,18.00,30.55,30596560,934724908,4067535,36,USD,260.927,2020-12-23,32.3,1.75,1.0572831423895253,1,12.55
424,"Dec 16, 2020",WISH,ContextLogic,24.00,22.75,478122851,10877294860.25,61185590,828,USD,260.927,2020-12-23,20.94,-1.81,0.9204395604395605,0,1.25
425,"Dec 17, 2020",MDWT,Midwest Holding,70.00,67.26,2737564,184128554.64,17318.5333333333,24,USD,260.927,2020-12-24,59.24,-8.02,0.8807612250966399,0,2.739999999999995
426,"Dec 17, 2020",VIRI,Virios Therapeutics,10.00,12.15,7832494,95164802.1,15921710,4,USD,260.927,2020-12-24,9.14,-3.01,0.7522633744855968,0,2.1500000000000004
427,"Dec 18, 2020",MASS,908 Devices,20.00,46.00,26200762,1205235052,4217769,96,USD,260.927,2020-12-25,67.92,21.92,1.4765217391304348,1,26.0
428,"Dec 23, 2020",GBS,"GBS, Inc.",17.00,9.24,11291530,104333737.2,3831307,9,USD,260.927,2020-12-30,7.7,-1.54,0.8333333333333334,0,7.76
429,"Dec 23, 2020",IKT,Inhibikase Therapeutics,10.00,10.99,10050849,110458830.51,4494762,2,USD,260.927,2020-12-30,7.16,-3.83,0.651501364877161,0,0.9900000000000002
430,"Dec 29, 2020",MRM,Medirom Healthcare Technologies,15.00,19.80,4822500,95485500,677226,233,JPY,260.927,2021-01-05,14.35,-5.45,0.7247474747474747,0,4.800000000000001
431,"Jan 7, 2021",AGCB,Altimeter Growth 2,10.00,12.50,40000000,500000000,8227866,2,NA,261.56,2021-01-14,13.16,0.66,1.0528,1,2.5
432,"Jan 7, 2021",OMEG,Omega Alpha SPAC,10.00,10.31,12000000,123720000,2078583,3,NA,261.56,2021-01-14,10.62,0.309999999999999,1.0300678952473326,1,0.3100000000000005
433,"Jan 8, 2021",CGEM,Cullinan Oncology,21.00,42.00,41397847,1738709574,4054268,26,USD,261.56,2021-01-15,35.08,-6.92,0.8352380952380952,0,21.0
